,home_score,away_score,home_team,away_team,result,date,year,day,id
308,2,1,Aston Villa,Leeds,1,2023-01-13 20:00:00+00:00,2023,4,3901122
309,2,1,Man United,Man City,1,2023-01-14 12:30:00+00:00,2023,5,3901127
310,3,0,Brighton,Liverpool,1,2023-01-14 15:00:00+00:00,2023,5,3901124
311,1,2,Everton,Southampton,0,2023-01-14 15:00:00+00:00,2023,5,3901126
312,2,0,Nottm Forest,Leicester,1,2023-01-14 15:00:00+00:00,2023,5,3901129
313,1,0,Wolves,West Ham,1,2023-01-14 15:00:00+00:00,2023,5,3901131
314,2,0,Brentford,Bournemouth,1,2023-01-14 17:30:00+00:00,2023,5,3901123
315,1,0,Chelsea,Crystal Palace,1,2023-01-15 14:00:00+00:00,2023,6,3901125
316,1,0,Newcastle,Fulham,1,2023-01-15 14:00:00+00:00,2023,6,3901128
317,0,2,Tottenham,Arsenal,0,2023-01-15 16:30:00+00:00,2023,6,3901130
318,1,1,Crystal Palace,Man United,0,2023-01-18 20:00:00+00:00,2023,2,3900994
319,4,2,Man City,Tottenham,1,2023-01-19 20:00:00+00:00,2023,3,3900999
320,0,0,Liverpool,Chelsea,0,2023-01-21 12:30:00+00:00,2023,5,3901138
321,1,1,Bournemouth,Nottm Forest,0,2023-01-21 15:00:00+00:00,2023,5,3901133
322,2,2,Leicester,Brighton,0,2023-01-21 15:00:00+00:00,2023,5,3901137
323,0,1,Southampton,Aston Villa,0,2023-01-21 15:00:00+00:00,2023,5,3901140
324,2,0,West Ham,Everton,1,2023-01-21 15:00:00+00:00,2023,5,3901141
325,0,0,Crystal Palace,Newcastle,0,2023-01-21 17:30:00+00:00,2023,5,3901134
326,0,0,Leeds,Brentford,0,2023-01-22 14:00:00+00:00,2023,6,3901136
327,3,0,Man City,Wolves,1,2023-01-22 14:00:00+00:00,2023,6,3901139
328,3,2,Arsenal,Man United,1,2023-01-22 16:30:00+00:00,2023,6,3901132
329,0,1,Fulham,Tottenham,0,2023-01-23 20:15:00+00:00,2023,0,3901135
330,0,0,Chelsea,Fulham,0,2023-02-03 20:00:00+00:00,2023,4,3901145
331,1,0,Everton,Arsenal,1,2023-02-04 12:30:00+00:00,2023,5,3901146
332,2,4,Aston Villa,Leicester,0,2023-02-04 15:00:00+00:00,2023,5,3901142
333,3,0,Brentford,Southampton,1,2023-02-04 15:00:00+00:00,2023,5,3901143
334,1,0,Brighton,Bournemouth,1,2023-02-04 15:00:00+00:00,2023,5,3901144
335,2,1,Man United,Crystal Palace,1,2023-02-04 15:00:00+00:00,2023,5,3901147
336,3,0,Wolves,Liverpool,1,2023-02-04 15:00:00+00:00,2023,5,3901151
337,1,1,Newcastle,West Ham,0,2023-02-04 17:30:00+00:00,2023,5,3901148
338,1,0,Nottm Forest,Leeds,1,2023-02-05 14:00:00+00:00,2023,6,3901149
339,1,0,Tottenham,Man City,1,2023-02-05 16:30:00+00:00,2023,6,3901150
340,2,2,Man United,Leeds,0,2023-02-08 20:00:00+00:00,2023,2,3901007
341,1,1,West Ham,Chelsea,0,2023-02-11 12:30:00+00:00,2023,5,3901161
342,1,1,Arsenal,Brentford,0,2023-02-11 15:00:00+00:00,2023,5,3901152
343,1,1,Crystal Palace,Brighton,0,2023-02-11 15:00:00+00:00,2023,5,3901154
344,2,0,Fulham,Nottm Forest,1,2023-02-11 15:00:00+00:00,2023,5,3901155
345,4,1,Leicester,Tottenham,1,2023-02-11 15:00:00+00:00,2023,5,3901157
346,1,2,Southampton,Wolves,0,2023-02-11 15:00:00+00:00,2023,5,3901160
347,1,1,Bournemouth,Newcastle,0,2023-02-11 17:30:00+00:00,2023,5,3901153
348,0,2,Leeds,Man United,0,2023-02-12 14:00:00+00:00,2023,6,3901156
349,3,1,Man City,Aston Villa,1,2023-02-12 16:30:00+00:00,2023,6,3901159
350,2,0,Liverpool,Everton,1,2023-02-13 20:00:00+00:00,2023,0,3901158
351,1,3,Arsenal,Man City,0,2023-02-15 19:30:00+00:00,2023,2,3901042
352,2,4,Aston Villa,Arsenal,0,2023-02-18 12:30:00+00:00,2023,5,3901162
353,1,1,Brentford,Crystal Palace,0,2023-02-18 15:00:00+00:00,2023,5,3901163
354,0,1,Brighton,Fulham,0,2023-02-18 15:00:00+00:00,2023,5,3901164
355,0,1,Chelsea,Southampton,0,2023-02-18 15:00:00+00:00,2023,5,3901165
356,1,0,Everton,Leeds,1,2023-02-18 15:00:00+00:00,2023,5,3901166
357,1,1,Nottm Forest,Man City,0,2023-02-18 15:00:00+00:00,2023,5,3901169
358,0,1,Wolves,Bournemouth,0,2023-02-18 15:00:00+00:00,2023,5,3901171
359,0,2,Newcastle,Liverpool,0,2023-02-18 17:30:00+00:00,2023,5,3901168
360,3,0,Man United,Leicester,1,2023-02-19 14:00:00+00:00,2023,6,3901167
361,2,0,Tottenham,West Ham,1,2023-02-19 16:30:00+00:00,2023,6,3901170
362,1,1,Fulham,Wolves,0,2023-02-24 20:00:00+00:00,2023,4,3901175
363,0,2,Everton,Aston Villa,0,2023-02-25 15:00:00+00:00,2023,5,3901174
364,1,0,Leeds,Southampton,1,2023-02-25 15:00:00+00:00,2023,5,3901176
365,0,1,Leicester,Arsenal,0,2023-02-25 15:00:00+00:00,2023,5,3901177
366,4,0,West Ham,Nottm Forest,1,2023-02-25 15:00:00+00:00,2023,5,3901181
367,1,4,Bournemouth,Man City,0,2023-02-25 17:30:00+00:00,2023,5,3901172
368,0,0,Crystal Palace,Liverpool,0,2023-02-25 19:45:00+00:00,2023,5,3901173
369,2,0,Tottenham,Chelsea,1,2023-02-26 13:30:00+00:00,2023,6,3901180
370,4,0,Arsenal,Everton,1,2023-03-01 19:45:00+00:00,2023,2,3900992
371,2,0,Liverpool,Wolves,1,2023-03-01 20:00:00+00:00,2023,2,3900998
372,2,0,Man City,Newcastle,1,2023-03-04 12:30:00+00:00,2023,5,3901188
373,3,2,Arsenal,Bournemouth,1,2023-03-04 15:00:00+00:00,2023,5,3901182
374,1,0,Aston Villa,Crystal Palace,1,2023-03-04 15:00:00+00:00,2023,5,3901183
375,4,0,Brighton,West Ham,1,2023-03-04 15:00:00+00:00,2023,5,3901185
376,1,0,Chelsea,Leeds,1,2023-03-04 15:00:00+00:00,2023,5,3901186
377,1,0,Wolves,Tottenham,1,2023-03-04 15:00:00+00:00,2023,5,3901191
378,1,0,Southampton,Leicester,1,2023-03-04 17:30:00+00:00,2023,5,3901190
379,2,2,Nottm Forest,Everton,0,2023-03-05 14:00:00+00:00,2023,6,3901189
380,7,0,Liverpool,Man United,1,2023-03-05 16:30:00+00:00,2023,6,3901187
381,3,2,Brentford,Fulham,1,2023-03-06 20:00:00+00:00,2023,0,3901184
382,1,0,Bournemouth,Liverpool,1,2023-03-11 12:30:00+00:00,2023,5,3901192
383,1,0,Everton,Brentford,1,2023-03-11 15:00:00+00:00,2023,5,3901194
384,2,2,Leeds,Brighton,0,2023-03-11 15:00:00+00:00,2023,5,3901196
385,1,3,Leicester,Chelsea,0,2023-03-11 15:00:00+00:00,2023,5,3901197
386,3,1,Tottenham,Nottm Forest,1,2023-03-11 15:00:00+00:00,2023,5,3901200
387,0,1,Crystal Palace,Man City,0,2023-03-11 17:30:00+00:00,2023,5,3901193
388,0,3,Fulham,Arsenal,0,2023-03-12 14:00:00+00:00,2023,6,3901195
389,0,0,Man United,Southampton,0,2023-03-12 14:00:00+00:00,2023,6,3901198
390,1,1,West Ham,Aston Villa,0,2023-03-12 14:00:00+00:00,2023,6,3901201
391,2,1,Newcastle,Wolves,1,2023-03-12 16:30:00+00:00,2023,6,3901199
392,1,0,Brighton,Crystal Palace,1,2023-03-15 19:30:00+00:00,2023,2,3901004
393,0,2,Southampton,Brentford,0,2023-03-15 19:30:00+00:00,2023,2,3901000
394,1,2,Nottm Forest,Newcastle,0,2023-03-17 20:00:00+00:00,2023,4,3901209
395,3,0,Aston Villa,Bournemouth,1,2023-03-18 15:00:00+00:00,2023,5,3901203
396,1,1,Brentford,Leicester,0,2023-03-18 15:00:00+00:00,2023,5,3901204
397,3,3,Southampton,Tottenham,0,2023-03-18 15:00:00+00:00,2023,5,3901210
398,2,4,Wolves,Leeds,0,2023-03-18 15:00:00+00:00,2023,5,3901211
399,2,2,Chelsea,Everton,0,2023-03-18 17:30:00+00:00,2023,5,3901206
400,4,1,Arsenal,Crystal Palace,1,2023-03-19 14:00:00+00:00,2023,6,3901202
401,4,1,Man City,Liverpool,1,2023-04-01 11:30:00+00:00,2023,5,3901218
402,2,1,Bournemouth,Fulham,1,2023-04-01 14:00:00+00:00,2023,5,3901213
403,4,1,Arsenal,Leeds,1,2023-04-01 14:00:00+00:00,2023,5,3901212
404,3,3,Brighton,Brentford,0,2023-04-01 14:00:00+00:00,2023,5,3901214
405,2,1,Crystal Palace,Leicester,1,2023-04-01 14:00:00+00:00,2023,5,3901216
406,1,1,Nottm Forest,Wolves,0,2023-04-01 14:00:00+00:00,2023,5,3901220
407,0,2,Chelsea,Aston Villa,0,2023-04-01 16:30:00+00:00,2023,5,3901215
408,1,0,West Ham,Southampton,1,2023-04-02 13:00:00+00:00,2023,6,3901221
409,2,0,Newcastle,Man United,1,2023-04-02 15:30:00+00:00,2023,6,3901219
410,1,1,Everton,Tottenham,0,2023-04-03 19:00:00+00:00,2023,0,3901217
411,0,2,Bournemouth,Brighton,0,2023-04-04 18:45:00+00:00,2023,1,3900993
412,2,1,Leeds,Nottm Forest,1,2023-04-04 18:45:00+00:00,2023,1,3900996
413,1,2,Leicester,Aston Villa,0,2023-04-04 18:45:00+00:00,2023,1,3900997
414,0,0,Chelsea,Liverpool,0,2023-04-04 19:00:00+00:00,2023,1,3901005
415,1,0,Man United,Brentford,1,2023-04-05 19:00:00+00:00,2023,2,3901178
416,1,5,West Ham,Newcastle,0,2023-04-05 19:00:00+00:00,2023,2,3901001
417,2,0,Man United,Everton,1,2023-04-08 11:30:00+00:00,2023,5,3901228
418,2,0,Aston Villa,Nottm Forest,1,2023-04-08 14:00:00+00:00,2023,5,3901222
419,1,2,Brentford,Newcastle,0,2023-04-08 14:00:00+00:00,2023,5,3901223
420,0,1,Fulham,West Ham,0,2023-04-08 14:00:00+00:00,2023,5,3901224
421,0,1,Leicester,Bournemouth,0,2023-04-08 14:00:00+00:00,2023,5,3901226
422,2,1,Tottenham,Brighton,1,2023-04-08 14:00:00+00:00,2023,5,3901230
423,1,0,Wolves,Chelsea,1,2023-04-08 14:00:00+00:00,2023,5,3901231
424,1,4,Southampton,Man City,0,2023-04-08 16:30:00+00:00,2023,5,3901229
425,1,5,Leeds,Crystal Palace,0,2023-04-09 13:00:00+00:00,2023,6,3901225
426,2,2,Liverpool,Arsenal,0,2023-04-09 15:30:00+00:00,2023,6,3901227
427,3,0,Aston Villa,Newcastle,1,2023-04-15 11:30:00+00:00,2023,5,3901232
428,1,2,Chelsea,Brighton,0,2023-04-15 14:00:00+00:00,2023,5,3901233
429,1,3,Everton,Fulham,0,2023-04-15 14:00:00+00:00,2023,5,3901234
430,0,2,Southampton,Crystal Palace,0,2023-04-15 14:00:00+00:00,2023,5,3901238
431,2,0,Wolves,Brentford,1,2023-04-15 14:00:00+00:00,2023,5,3901241
432,2,3,Tottenham,Bournemouth,0,2023-04-15 14:15:00+00:00,2023,5,3901239
433,3,1,Man City,Leicester,1,2023-04-15 16:30:00+00:00,2023,5,3901236
434,2,2,West Ham,Arsenal,0,2023-04-16 13:00:00+00:00,2023,6,3901240
435,0,2,Nottm Forest,Man United,0,2023-04-16 15:30:00+00:00,2023,6,3901237
436,1,6,Leeds,Liverpool,0,2023-04-17 19:00:00+00:00,2023,0,3901235
437,3,3,Arsenal,Southampton,0,2023-04-21 19:00:00+00:00,2023,4,3901242
438,2,1,Fulham,Leeds,1,2023-04-22 11:30:00+00:00,2023,5,3901247
439,1,1,Brentford,Aston Villa,0,2023-04-22 14:00:00+00:00,2023,5,3901244
440,0,0,Crystal Palace,Everton,0,2023-04-22 14:00:00+00:00,2023,5,3901246
441,2,1,Leicester,Wolves,1,2023-04-22 14:00:00+00:00,2023,5,3901248
442,3,2,Liverpool,Nottm Forest,1,2023-04-22 14:00:00+00:00,2023,5,3901249
443,0,4,Bournemouth,West Ham,0,2023-04-23 13:00:00+00:00,2023,6,3901243
444,6,1,Newcastle,Tottenham,1,2023-04-23 13:00:00+00:00,2023,6,3901251
445,2,0,Wolves,Crystal Palace,1,2023-04-25 18:30:00+00:00,2023,1,3901257
446,1,0,Aston Villa,Fulham,1,2023-04-25 18:45:00+00:00,2023,1,3901258
447,1,1,Leeds,Leicester,0,2023-04-25 19:00:00+00:00,2023,1,3901253
448,3,1,Nottm Forest,Brighton,1,2023-04-26 18:30:00+00:00,2023,2,3901254
449,0,2,Chelsea,Brentford,0,2023-04-26 18:45:00+00:00,2023,2,3901259
450,1,2,West Ham,Liverpool,0,2023-04-26 18:45:00+00:00,2023,2,3901256
451,4,1,Man City,Arsenal,1,2023-04-26 19:00:00+00:00,2023,2,3901261
452,1,4,Everton,Newcastle,0,2023-04-27 18:45:00+00:00,2023,3,3901252
453,0,1,Southampton,Bournemouth,0,2023-04-27 18:45:00+00:00,2023,3,3901260
454,2,2,Tottenham,Man United,0,2023-04-27 19:15:00+00:00,2023,3,3901255
455,4,3,Crystal Palace,West Ham,1,2023-04-29 11:45:00+00:00,2023,5,3901266
456,2,1,Brentford,Nottm Forest,1,2023-04-29 14:00:00+00:00,2023,5,3901264
457,6,0,Brighton,Wolves,1,2023-04-29 14:00:00+00:00,2023,5,3901265
458,4,1,Bournemouth,Leeds,1,2023-04-30 13:00:00+00:00,2023,6,3901263
459,1,2,Fulham,Man City,0,2023-04-30 13:00:00+00:00,2023,6,3901267
460,1,0,Man United,Aston Villa,1,2023-04-30 13:00:00+00:00,2023,6,3901270
461,3,1,Newcastle,Southampton,1,2023-04-30 13:00:00+00:00,2023,6,3901271
462,4,3,Liverpool,Tottenham,1,2023-04-30 15:30:00+00:00,2023,6,3901269
463,2,2,Leicester,Everton,0,2023-05-01 19:00:00+00:00,2023,0,3901268
464,3,1,Arsenal,Chelsea,1,2023-05-02 19:00:00+00:00,2023,1,3901262
465,1,0,Liverpool,Fulham,1,2023-05-03 19:00:00+00:00,2023,2,3901207
466,3,0,Man City,West Ham,1,2023-05-03 19:00:00+00:00,2023,2,3901208
467,1,0,Brighton,Man United,1,2023-05-04 19:00:00+00:00,2023,3,3901205
468,1,3,Bournemouth,Chelsea,0,2023-05-06 14:00:00+00:00,2023,5,3901272
469,2,1,Man City,Leeds,1,2023-05-06 14:00:00+00:00,2023,5,3901276
470,1,0,Tottenham,Crystal Palace,1,2023-05-06 14:00:00+00:00,2023,5,3901279
471,1,0,Wolves,Aston Villa,1,2023-05-06 14:00:00+00:00,2023,5,3901281
472,1,0,Liverpool,Brentford,1,2023-05-06 16:30:00+00:00,2023,5,3901275
473,0,2,Newcastle,Arsenal,0,2023-05-07 15:30:00+00:00,2023,6,3901277
474,1,0,West Ham,Man United,1,2023-05-07 18:00:00+00:00,2023,6,3901280
475,5,3,Fulham,Leicester,1,2023-05-08 14:00:00+00:00,2023,0,3901274
476,1,5,Brighton,Everton,0,2023-05-08 16:30:00+00:00,2023,0,3901273
477,4,3,Nottm Forest,Southampton,1,2023-05-08 19:00:00+00:00,2023,0,3901278
478,2,2,Leeds,Newcastle,0,2023-05-13 11:30:00+00:00,2023,5,3901288
479,2,1,Aston Villa,Tottenham,1,2023-05-13 14:00:00+00:00,2023,5,3901283
480,2,2,Chelsea,Nottm Forest,0,2023-05-13 14:00:00+00:00,2023,5,3901285
481,2,0,Crystal Palace,Bournemouth,1,2023-05-13 14:00:00+00:00,2023,5,3901286
482,2,0,Man United,Wolves,1,2023-05-13 14:00:00+00:00,2023,5,3901290
483,0,2,Southampton,Fulham,0,2023-05-13 14:00:00+00:00,2023,5,3901291
484,2,0,Brentford,West Ham,1,2023-05-14 13:00:00+00:00,2023,6,3901284
485,0,3,Everton,Man City,0,2023-05-14 13:00:00+00:00,2023,6,3901287
486,0,3,Arsenal,Brighton,0,2023-05-14 15:30:00+00:00,2023,6,3901282
487,0,3,Leicester,Liverpool,0,2023-05-15 19:00:00+00:00,2023,0,3901289
488,4,1,Newcastle,Brighton,1,2023-05-18 18:30:00+00:00,2023,3,3901179
489,1,3,Tottenham,Brentford,0,2023-05-20 11:30:00+00:00,2023,5,3901299
490,0,1,Bournemouth,Man United,0,2023-05-20 14:00:00+00:00,2023,5,3901292
491,2,2,Fulham,Crystal Palace,0,2023-05-20 14:00:00+00:00,2023,5,3901294
492,1,1,Liverpool,Aston Villa,0,2023-05-20 14:00:00+00:00,2023,5,3901295
493,1,1,Wolves,Everton,0,2023-05-20 14:00:00+00:00,2023,5,3901301
494,1,0,Nottm Forest,Arsenal,1,2023-05-20 16:30:00+00:00,2023,5,3901298
495,3,1,West Ham,Leeds,1,2023-05-21 12:30:00+00:00,2023,6,3901300
496,3,1,Brighton,Southampton,1,2023-05-21 13:00:00+00:00,2023,6,3901293
497,1,0,Man City,Chelsea,1,2023-05-21 15:00:00+00:00,2023,6,3901296
498,0,0,Newcastle,Leicester,0,2023-05-22 19:00:00+00:00,2023,0,3901297
499,1,1,Brighton,Man City,0,2023-05-24 19:00:00+00:00,2023,2,3901245
500,4,1,Man United,Chelsea,1,2023-05-25 19:00:00+00:00,2023,3,3901250
501,5,0,Arsenal,Wolves,1,2023-05-28 15:30:00+00:00,2023,6,3901302
502,2,1,Aston Villa,Brighton,1,2023-05-28 15:30:00+00:00,2023,6,3901303
503,1,0,Brentford,Man City,1,2023-05-28 15:30:00+00:00,2023,6,3901304
504,1,1,Chelsea,Newcastle,0,2023-05-28 15:30:00+00:00,2023,6,3901305
505,1,1,Crystal Palace,Nottm Forest,0,2023-05-28 15:30:00+00:00,2023,6,3901306
506,1,0,Everton,Bournemouth,1,2023-05-28 15:30:00+00:00,2023,6,3901307
507,1,4,Leeds,Tottenham,0,2023-05-28 15:30:00+00:00,2023,6,3901308
508,2,1,Leicester,West Ham,1,2023-05-28 15:30:00+00:00,2023,6,3901309
509,2,1,Man United,Fulham,1,2023-05-28 15:30:00+00:00,2023,6,3901310
510,4,4,Southampton,Liverpool,0,2023-05-28 15:30:00+00:00,2023,6,3901311
511,2,0,Brentford,Arsenal,1,2021-08-13 19:00:00+00:00,2021,4,3609929
512,5,1,Man United,Leeds,1,2021-08-14 11:30:00+00:00,2021,5,3609934
513,1,2,Burnley,Brighton,0,2021-08-14 14:00:00+00:00,2021,5,3609930
514,3,0,Chelsea,Crystal Palace,1,2021-08-14 14:00:00+00:00,2021,5,3609931
515,3,1,Everton,Southampton,1,2021-08-14 14:00:00+00:00,2021,5,3609932
516,1,0,Leicester,Wolves,1,2021-08-14 14:00:00+00:00,2021,5,3609933
517,3,2,Watford,Aston Villa,1,2021-08-14 14:00:00+00:00,2021,5,3609938
518,0,3,Norwich,Liverpool,0,2021-08-14 16:30:00+00:00,2021,5,3609936
519,2,4,Newcastle,West Ham,0,2021-08-15 13:00:00+00:00,2021,6,3609935
520,1,0,Tottenham,Man City,1,2021-08-15 15:30:00+00:00,2021,6,3609937
521,2,0,Liverpool,Burnley,1,2021-08-21 11:30:00+00:00,2021,5,3609944
522,2,0,Aston Villa,Newcastle,1,2021-08-21 14:00:00+00:00,2021,5,3609940
523,0,0,Crystal Palace,Brentford,0,2021-08-21 14:00:00+00:00,2021,5,3609942
524,2,2,Leeds,Everton,0,2021-08-21 14:00:00+00:00,2021,5,3609943
525,5,0,Man City,Norwich,1,2021-08-21 14:00:00+00:00,2021,5,3609945
526,2,0,Brighton,Watford,1,2021-08-21 16:30:00+00:00,2021,5,3609941
527,1,1,Southampton,Man United,0,2021-08-22 13:00:00+00:00,2021,6,3609946
528,0,1,Wolves,Tottenham,0,2021-08-22 13:00:00+00:00,2021,6,3609948
529,0,2,Arsenal,Chelsea,0,2021-08-22 15:30:00+00:00,2021,6,3609939
530,4,1,West Ham,Leicester,1,2021-08-23 19:00:00+00:00,2021,0,3609947
531,5,0,Man City,Arsenal,1,2021-08-28 11:30:00+00:00,2021,5,3609953
532,1,1,Aston Villa,Brentford,0,2021-08-28 14:00:00+00:00,2021,5,3609949
533,0,2,Brighton,Everton,0,2021-08-28 14:00:00+00:00,2021,5,3609950
534,2,2,Newcastle,Southampton,0,2021-08-28 14:00:00+00:00,2021,5,3609954
535,1,2,Norwich,Leicester,0,2021-08-28 14:00:00+00:00,2021,5,3609955
536,2,2,West Ham,Crystal Palace,0,2021-08-28 14:00:00+00:00,2021,5,3609957
537,1,1,Liverpool,Chelsea,0,2021-08-28 16:30:00+00:00,2021,5,3609952
538,1,1,Burnley,Leeds,0,2021-08-29 13:00:00+00:00,2021,6,3609951
539,1,0,Tottenham,Watford,1,2021-08-29 13:00:00+00:00,2021,6,3609956
540,0,1,Wolves,Man United,0,2021-08-29 15:30:00+00:00,2021,6,3609958
541,3,0,Crystal Palace,Tottenham,1,2021-09-11 11:30:00+00:00,2021,5,3609962
542,1,0,Arsenal,Norwich,1,2021-09-11 14:00:00+00:00,2021,5,3609959
543,0,1,Brentford,Brighton,0,2021-09-11 14:00:00+00:00,2021,5,3609960
544,0,1,Leicester,Man City,0,2021-09-11 14:00:00+00:00,2021,5,3609965
545,4,1,Man United,Newcastle,1,2021-09-11 14:00:00+00:00,2021,5,3609966
546,0,0,Southampton,West Ham,0,2021-09-11 14:00:00+00:00,2021,5,3609967
547,0,2,Watford,Wolves,0,2021-09-11 14:00:00+00:00,2021,5,3609968
548,3,0,Chelsea,Aston Villa,1,2021-09-11 16:30:00+00:00,2021,5,3609961
549,0,3,Leeds,Liverpool,0,2021-09-12 15:30:00+00:00,2021,6,3609964
550,3,1,Everton,Burnley,1,2021-09-13 19:00:00+00:00,2021,0,3609963
551,1,1,Newcastle,Leeds,0,2021-09-17 19:00:00+00:00,2021,4,3609974
552,0,2,Wolves,Brentford,0,2021-09-18 11:30:00+00:00,2021,5,3609978
553,0,1,Burnley,Arsenal,0,2021-09-18 14:00:00+00:00,2021,5,3609971
554,3,0,Liverpool,Crystal Palace,1,2021-09-18 14:00:00+00:00,2021,5,3609972
555,0,0,Man City,Southampton,0,2021-09-18 14:00:00+00:00,2021,5,3609973
556,1,3,Norwich,Watford,0,2021-09-18 14:00:00+00:00,2021,5,3609975
557,3,0,Aston Villa,Everton,1,2021-09-18 16:30:00+00:00,2021,5,3609969
558,2,1,Brighton,Leicester,1,2021-09-19 13:00:00+00:00,2021,6,3609970
559,1,2,West Ham,Man United,0,2021-09-19 13:00:00+00:00,2021,6,3609977
560,0,3,Tottenham,Chelsea,0,2021-09-19 15:30:00+00:00,2021,6,3609976
561,0,1,Chelsea,Man City,0,2021-09-25 11:30:00+00:00,2021,5,3609981
562,0,1,Man United,Aston Villa,0,2021-09-25 11:30:00+00:00,2021,5,3609986
563,2,0,Everton,Norwich,1,2021-09-25 14:00:00+00:00,2021,5,3609983
564,1,2,Leeds,West Ham,0,2021-09-25 14:00:00+00:00,2021,5,3609984
565,2,2,Leicester,Burnley,0,2021-09-25 14:00:00+00:00,2021,5,3609985
566,1,1,Watford,Newcastle,0,2021-09-25 14:00:00+00:00,2021,5,3609988
567,3,3,Brentford,Liverpool,0,2021-09-25 16:30:00+00:00,2021,5,3609980
568,0,1,Southampton,Wolves,0,2021-09-26 13:00:00+00:00,2021,6,3609987
569,3,1,Arsenal,Tottenham,1,2021-09-26 15:30:00+00:00,2021,6,3609979
570,1,1,Crystal Palace,Brighton,0,2021-09-27 19:00:00+00:00,2021,0,3609982
571,1,1,Man United,Everton,0,2021-10-02 11:30:00+00:00,2021,5,3609995
572,0,0,Burnley,Norwich,0,2021-10-02 14:00:00+00:00,2021,5,3609990
573,3,1,Chelsea,Southampton,1,2021-10-02 14:00:00+00:00,2021,5,3609991
574,1,0,Leeds,Watford,1,2021-10-02 14:00:00+00:00,2021,5,3609993
575,2,1,Wolves,Newcastle,1,2021-10-02 14:00:00+00:00,2021,5,3609998
576,0,0,Brighton,Arsenal,0,2021-10-02 16:30:00+00:00,2021,5,3609989
577,2,2,Crystal Palace,Leicester,0,2021-10-03 13:00:00+00:00,2021,6,3609992
578,2,1,Tottenham,Aston Villa,1,2021-10-03 13:00:00+00:00,2021,6,3609996
579,1,2,West Ham,Brentford,0,2021-10-03 13:00:00+00:00,2021,6,3609997
580,2,2,Liverpool,Man City,0,2021-10-03 15:30:00+00:00,2021,6,3609994
581,0,5,Watford,Liverpool,0,2021-10-16 11:30:00+00:00,2021,5,3610008
582,2,3,Aston Villa,Wolves,0,2021-10-16 14:00:00+00:00,2021,5,3610000
583,4,2,Leicester,Man United,1,2021-10-16 14:00:00+00:00,2021,5,3610003
584,2,0,Man City,Burnley,1,2021-10-16 14:00:00+00:00,2021,5,3610004
585,0,0,Norwich,Brighton,0,2021-10-16 14:00:00+00:00,2021,5,3610006
586,1,0,Southampton,Leeds,1,2021-10-16 14:00:00+00:00,2021,5,3610007
587,0,1,Brentford,Chelsea,0,2021-10-16 16:30:00+00:00,2021,5,3610001
588,0,1,Everton,West Ham,0,2021-10-17 13:00:00+00:00,2021,6,3610002
589,2,3,Newcastle,Tottenham,0,2021-10-17 15:30:00+00:00,2021,6,3610005
590,2,2,Arsenal,Crystal Palace,0,2021-10-18 19:00:00+00:00,2021,0,3609999
591,3,1,Arsenal,Aston Villa,1,2021-10-22 19:00:00+00:00,2021,4,3610009
592,7,0,Chelsea,Norwich,1,2021-10-23 11:30:00+00:00,2021,5,3610012
593,1,1,Crystal Palace,Newcastle,0,2021-10-23 14:00:00+00:00,2021,5,3610013
594,2,5,Everton,Watford,0,2021-10-23 14:00:00+00:00,2021,5,3610014
595,1,1,Leeds,Wolves,0,2021-10-23 14:00:00+00:00,2021,5,3610015
596,2,2,Southampton,Burnley,0,2021-10-23 14:00:00+00:00,2021,5,3610017
597,1,4,Brighton,Man City,0,2021-10-23 16:30:00+00:00,2021,5,3610011
598,1,2,Brentford,Leicester,0,2021-10-24 13:00:00+00:00,2021,6,3610010
599,1,0,West Ham,Tottenham,1,2021-10-24 13:00:00+00:00,2021,6,3610018
600,0,5,Man United,Liverpool,0,2021-10-24 15:30:00+00:00,2021,6,3610016
601,0,2,Leicester,Arsenal,0,2021-10-30 11:30:00+00:00,2021,5,3610021
602,3,1,Burnley,Brentford,1,2021-10-30 14:00:00+00:00,2021,5,3610020
603,2,2,Liverpool,Brighton,0,2021-10-30 14:00:00+00:00,2021,5,3610022
604,0,2,Man City,Crystal Palace,0,2021-10-30 14:00:00+00:00,2021,5,3610023
605,0,3,Newcastle,Chelsea,0,2021-10-30 14:00:00+00:00,2021,5,3610024
606,0,1,Watford,Southampton,0,2021-10-30 14:00:00+00:00,2021,5,3610027
607,0,3,Tottenham,Man United,0,2021-10-30 16:30:00+00:00,2021,5,3610026
608,1,2,Norwich,Leeds,0,2021-10-31 14:00:00+00:00,2021,6,3610025
609,1,4,Aston Villa,West Ham,0,2021-10-31 16:30:00+00:00,2021,6,3610019
610,2,1,Wolves,Everton,1,2021-11-01 20:00:00+00:00,2021,0,3610028
611,1,0,Southampton,Aston Villa,1,2021-11-05 20:00:00+00:00,2021,4,3610037
612,0,2,Man United,Man City,0,2021-11-06 12:30:00+00:00,2021,5,3610036
613,1,2,Brentford,Norwich,0,2021-11-06 15:00:00+00:00,2021,5,3610030
614,1,1,Chelsea,Burnley,0,2021-11-06 15:00:00+00:00,2021,5,3610032
615,2,0,Crystal Palace,Wolves,1,2021-11-06 15:00:00+00:00,2021,5,3610033
616,1,1,Brighton,Newcastle,0,2021-11-06 17:30:00+00:00,2021,5,3610031
617,1,0,Arsenal,Watford,1,2021-11-07 14:00:00+00:00,2021,6,3610029
